Country;Sex;Age;Year;Population
Austria;W;0 to 4;2010;191559
Austria;W;0 to 4;2011;191682
Austria;W;0 to 4;2012;191948
Austria;W;0 to 4;2013;192897
Austria;W;0 to 4;2014;195255
Austria;W;0 to 4;2015;198645
Austria;W;0 to 4;2016;203586
Austria;W;0 to 4;2017;207589
Austria;W;0 to 4;2018;210399
Austria;W;0 to 4;2019;211489
Austria;W;0 to 4;2020;211358
Austria;M;0 to 4;2010;201089
Austria;M;0 to 4;2011;201706
Austria;M;0 to 4;2012;203087
Austria;M;0 to 4;2013;204718
Austria;M;0 to 4;2014;207512
Austria;M;0 to 4;2015;211488
Austria;M;0 to 4;2016;217009
Austria;M;0 to 4;2017;221237
Austria;M;0 to 4;2018;223630
Austria;M;0 to 4;2019;224141
Austria;M;0 to 4;2020;223399
Belgium;W;0 to 4;2010;310119
Belgium;W;0 to 4;2011;314576
Belgium;W;0 to 4;2012;316552
Belgium;W;0 to 4;2013;316403
Belgium;W;0 to 4;2014;314526
Belgium;W;0 to 4;2015;311761
Belgium;W;0 to 4;2016;308478
Belgium;W;0 to 4;2017;304930
Belgium;W;0 to 4;2018;301462
Belgium;W;0 to 4;2019;298486
Belgium;W;0 to 4;2020;294784
Belgium;M;0 to 4;2010;324882
Belgium;M;0 to 4;2011;329643
Belgium;M;0 to 4;2012;331729
Belgium;M;0 to 4;2013;331216
Belgium;M;0 to 4;2014;329354
Belgium;M;0 to 4;2015;326628
Belgium;M;0 to 4;2016;323247
Belgium;M;0 to 4;2017;319818
Belgium;M;0 to 4;2018;316032
Belgium;M;0 to 4;2019;312020
Belgium;M;0 to 4;2020;307593
Denmark;W;0 to 4;2010;158711
Denmark;W;0 to 4;2011;157146
Denmark;W;0 to 4;2012;154205
Denmark;W;0 to 4;2013;150431
Denmark;W;0 to 4;2014;146456
Denmark;W;0 to 4;2015;143911
Denmark;W;0 to 4;2016;143798
Denmark;W;0 to 4;2017;145421
Denmark;W;0 to 4;2018;147296
Denmark;W;0 to 4;2019;148737
Denmark;W;0 to 4;2020;150486
Denmark;M;0 to 4;2010;167323
Denmark;M;0 to 4;2011;165560
Denmark;M;0 to 4;2012;162341
Denmark;M;0 to 4;2013;158655
Denmark;M;0 to 4;2014;154097
Denmark;M;0 to 4;2015;151377
Denmark;M;0 to 4;2016;151678
Denmark;M;0 to 4;2017;153665
Denmark;M;0 to 4;2018;155367
Denmark;M;0 to 4;2019;157512
Denmark;M;0 to 4;2020;159041
France;W;0 to 4;2010;1962205
France;W;0 to 4;2011;1966143
France;W;0 to 4;2012;1963617
France;W;0 to 4;2013;1955132
France;W;0 to 4;2014;1960390
France;W;0 to 4;2015;1938831
France;W;0 to 4;2016;1910359
France;W;0 to 4;2017;1883899
France;W;0 to 4;2018;1855361
France;W;0 to 4;2019;1824236
France;W;0 to 4;2020;1794337
France;M;0 to 4;2010;2052397
France;M;0 to 4;2011;2055710
France;M;0 to 4;2012;2053208
France;M;0 to 4;2013;2046861
France;M;0 to 4;2014;2047757
France;M;0 to 4;2015;2021794
France;M;0 to 4;2016;1992833
France;M;0 to 4;2017;1963180
France;M;0 to 4;2018;1930708
France;M;0 to 4;2019;1898959
France;M;0 to 4;2020;1867594
Germany;W;0 to 4;2010;1660387
Germany;W;0 to 4;2011;1650726
Germany;W;0 to 4;2012;1651521
Germany;W;0 to 4;2013;1657061
Germany;W;0 to 4;2014;1679831
Germany;W;0 to 4;2015;1727862
Germany;W;0 to 4;2016;1792556
Germany;W;0 to 4;2017;1850209
Germany;W;0 to 4;2018;1892430
Germany;W;0 to 4;2019;1920984
Germany;W;0 to 4;2020;1931360
Germany;M;0 to 4;2010;1748978
Germany;M;0 to 4;2011;1737932
Germany;M;0 to 4;2012;1737893
Germany;M;0 to 4;2013;1743806
Germany;M;0 to 4;2014;1768121
Germany;M;0 to 4;2015;1822117
Germany;M;0 to 4;2016;1892441
Germany;M;0 to 4;2017;1951404
Germany;M;0 to 4;2018;1994158
Germany;M;0 to 4;2019;2022903
Germany;M;0 to 4;2020;2033897
Italy;W;0 to 4;2010;1367363
Italy;W;0 to 4;2011;1358540
Italy;W;0 to 4;2012;1346286
Italy;W;0 to 4;2013;1328234
Italy;W;0 to 4;2014;1298743
Italy;W;0 to 4;2015;1263998
Italy;W;0 to 4;2016;1228403
Italy;W;0 to 4;2017;1192369
Italy;W;0 to 4;2018;1155084
Italy;W;0 to 4;2019;1118970
Italy;W;0 to 4;2020;1081740
Italy;M;0 to 4;2010;1451035
Italy;M;0 to 4;2011;1440723
Italy;M;0 to 4;2012;1426468
Italy;M;0 to 4;2013;1406438
Italy;M;0 to 4;2014;1374976
Italy;M;0 to 4;2015;1337806
Italy;M;0 to 4;2016;1299129
Italy;M;0 to 4;2017;1260415
Italy;M;0 to 4;2018;1221435
Italy;M;0 to 4;2019;1182676
Italy;M;0 to 4;2020;1143443
Netherlands;W;0 to 4;2010;451153
Netherlands;W;0 to 4;2011;449684
Netherlands;W;0 to 4;2012;446770
Netherlands;W;0 to 4;2013;441422
Netherlands;W;0 to 4;2014;435735
Netherlands;W;0 to 4;2015;430568
Netherlands;W;0 to 4;2016;426339
Netherlands;W;0 to 4;2017;424107
Netherlands;W;0 to 4;2018;422742
Netherlands;W;0 to 4;2019;421191
Netherlands;W;0 to 4;2020;419043
Netherlands;M;0 to 4;2010;472841
Netherlands;M;0 to 4;2011;471238
Netherlands;M;0 to 4;2012;468699
Netherlands;M;0 to 4;2013;463514
Netherlands;M;0 to 4;2014;457262
Netherlands;M;0 to 4;2015;452021
Netherlands;M;0 to 4;2016;448232
Netherlands;M;0 to 4;2017;446087
Netherlands;M;0 to 4;2018;444339
Netherlands;M;0 to 4;2019;442577
Netherlands;M;0 to 4;2020;440506
Switzerland;W;0 to 4;2010;187202
Switzerland;W;0 to 4;2011;191704
Switzerland;W;0 to 4;2012;194939
Switzerland;W;0 to 4;2013;198154
Switzerland;W;0 to 4;2014;201660
Switzerland;W;0 to 4;2015;204366
Switzerland;W;0 to 4;2016;207092
Switzerland;W;0 to 4;2017;209831
Switzerland;W;0 to 4;2018;211989
Switzerland;W;0 to 4;2019;213141
Switzerland;W;0 to 4;2020;212375
Switzerland;M;0 to 4;2010;198561
Switzerland;M;0 to 4;2011;202659
Switzerland;M;0 to 4;2012;206333
Switzerland;M;0 to 4;2013;209876
Switzerland;M;0 to 4;2014;213293
Switzerland;M;0 to 4;2015;216298
Switzerland;M;0 to 4;2016;219480
Switzerland;M;0 to 4;2017;222099
Switzerland;M;0 to 4;2018;223823
Switzerland;M;0 to 4;2019;224647
Switzerland;M;0 to 4;2020;223724
Austria;W;5 to 9;2010;197583
Austria;W;5 to 9;2011;197690
Austria;W;5 to 9;2012;197674
Austria;W;5 to 9;2013;197205
Austria;W;5 to 9;2014;197226
Austria;W;5 to 9;2015;198119
Austria;W;5 to 9;2016;201195
Austria;W;5 to 9;2017;202305
Austria;W;5 to 9;2018;203191
Austria;W;5 to 9;2019;204680
Austria;W;5 to 9;2020;206650
Austria;M;5 to 9;2010;208146
Austria;M;5 to 9;2011;207575
Austria;M;5 to 9;2012;207118
Austria;M;5 to 9;2013;206668
Austria;M;5 to 9;2014;206739
Austria;M;5 to 9;2015;207827
Austria;M;5 to 9;2016;211949
Austria;M;5 to 9;2017;214276
Austria;M;5 to 9;2018;215668
Austria;M;5 to 9;2019;217570
Austria;M;5 to 9;2020;219940
Belgium;W;5 to 9;2010;293346
Belgium;W;5 to 9;2011;297513
Belgium;W;5 to 9;2012;302880
Belgium;W;5 to 9;2013;308888
Belgium;W;5 to 9;2014;314484
Belgium;W;5 to 9;2015;319602
Belgium;W;5 to 9;2016;323296
Belgium;W;5 to 9;2017;325057
Belgium;W;5 to 9;2018;325157
Belgium;W;5 to 9;2019;323993
Belgium;W;5 to 9;2020;321447
Belgium;M;5 to 9;2010;306784
Belgium;M;5 to 9;2011;311326
Belgium;M;5 to 9;2012;316973
Belgium;M;5 to 9;2013;323529
Belgium;M;5 to 9;2014;329601
Belgium;M;5 to 9;2015;334648
Belgium;M;5 to 9;2016;338496
Belgium;M;5 to 9;2017;340499
Belgium;M;5 to 9;2018;340410
Belgium;M;5 to 9;2019;339186
Belgium;M;5 to 9;2020;336632
Denmark;W;5 to 9;2010;160493
Denmark;W;5 to 9;2011;160101
Denmark;W;5 to 9;2012;160101
Denmark;W;5 to 9;2013;161137
Denmark;W;5 to 9;2014;161251
Denmark;W;5 to 9;2015;161390
Denmark;W;5 to 9;2016;161120
Denmark;W;5 to 9;2017;158773
Denmark;W;5 to 9;2018;155135
Denmark;W;5 to 9;2019;150822
Denmark;W;5 to 9;2020;147225
Denmark;M;5 to 9;2010;168088
Denmark;M;5 to 9;2011;167455
Denmark;M;5 to 9;2012;168139
Denmark;M;5 to 9;2013;169161
Denmark;M;5 to 9;2014;169888
Denmark;M;5 to 9;2015;170313
Denmark;M;5 to 9;2016;169944
Denmark;M;5 to 9;2017;167325
Denmark;M;5 to 9;2018;163474
Denmark;M;5 to 9;2019;158542
Denmark;M;5 to 9;2020;154685
France;W;5 to 9;2010;1969964
France;W;5 to 9;2011;1972903
France;W;5 to 9;2012;1985098
France;W;5 to 9;2013;2000168
France;W;5 to 9;2014;2032268
France;W;5 to 9;2015;2043841
France;W;5 to 9;2016;2045272
France;W;5 to 9;2017;2041072
France;W;5 to 9;2018;2034291
France;W;5 to 9;2019;2022294
France;W;5 to 9;2020;2005114
France;M;5 to 9;2010;2063458
France;M;5 to 9;2011;2066275
France;M;5 to 9;2012;2079620
France;M;5 to 9;2013;2094670
France;M;5 to 9;2014;2127579
France;M;5 to 9;2015;2139676
France;M;5 to 9;2016;2138893
France;M;5 to 9;2017;2133524
France;M;5 to 9;2018;2125231
France;M;5 to 9;2019;2108385
France;M;5 to 9;2020;2088082
Germany;W;5 to 9;2010;1757885
Germany;W;5 to 9;2011;1715331
Germany;W;5 to 9;2012;1698944
Germany;W;5 to 9;2013;1696918
Germany;W;5 to 9;2014;1699097
Germany;W;5 to 9;2015;1717819
Germany;W;5 to 9;2016;1746431
Germany;W;5 to 9;2017;1763767
Germany;W;5 to 9;2018;1775430
Germany;W;5 to 9;2019;1796094
Germany;W;5 to 9;2020;1825762
Germany;M;5 to 9;2010;1850150
Germany;M;5 to 9;2011;1807952
Germany;M;5 to 9;2012;1790874
Germany;M;5 to 9;2013;1788516
Germany;M;5 to 9;2014;1790922
Germany;M;5 to 9;2015;1813877
Germany;M;5 to 9;2016;1846490
Germany;M;5 to 9;2017;1864304
Germany;M;5 to 9;2018;1876796
Germany;M;5 to 9;2019;1898509
Germany;M;5 to 9;2020;1929507
Italy;W;5 to 9;2010;1362727
Italy;W;5 to 9;2011;1364888
Italy;W;5 to 9;2012;1370937
Italy;W;5 to 9;2013;1377730
Italy;W;5 to 9;2014;1378790
Italy;W;5 to 9;2015;1374118
Italy;W;5 to 9;2016;1363544
Italy;W;5 to 9;2017;1346297
Italy;W;5 to 9;2018;1321658
Italy;W;5 to 9;2019;1291167
Italy;W;5 to 9;2020;1258496
Italy;M;5 to 9;2010;1446190
Italy;M;5 to 9;2011;1449890
Italy;M;5 to 9;2012;1457109
Italy;M;5 to 9;2013;1464021
Italy;M;5 to 9;2014;1464520
Italy;M;5 to 9;2015;1459181
Italy;M;5 to 9;2016;1446533
Italy;M;5 to 9;2017;1426497
Italy;M;5 to 9;2018;1400170
Italy;M;5 to 9;2019;1368448
Italy;M;5 to 9;2020;1333590
Netherlands;W;5 to 9;2010;485893
Netherlands;W;5 to 9;2011;477156
Netherlands;W;5 to 9;2012;468527
Netherlands;W;5 to 9;2013;460557
Netherlands;W;5 to 9;2014;455316
Netherlands;W;5 to 9;2015;453817
Netherlands;W;5 to 9;2016;453807
Netherlands;W;5 to 9;2017;453074
Netherlands;W;5 to 9;2018;449885
Netherlands;W;5 to 9;2019;445881
Netherlands;W;5 to 9;2020;441512
Netherlands;M;5 to 9;2010;508345
Netherlands;M;5 to 9;2011;499804
Netherlands;M;5 to 9;2012;490812
Netherlands;M;5 to 9;2013;482517
Netherlands;M;5 to 9;2014;477591
Netherlands;M;5 to 9;2015;476030
Netherlands;M;5 to 9;2016;475801
Netherlands;M;5 to 9;2017;475547
Netherlands;M;5 to 9;2018;472867
Netherlands;M;5 to 9;2019;468552
Netherlands;M;5 to 9;2020;464112
Switzerland;W;5 to 9;2010;185304
Switzerland;W;5 to 9;2011;187157
Switzerland;W;5 to 9;2012;188988
Switzerland;W;5 to 9;2013;191807
Switzerland;W;5 to 9;2014;195061
Switzerland;W;5 to 9;2015;198824
Switzerland;W;5 to 9;2016;202797
Switzerland;W;5 to 9;2017;205883
Switzerland;W;5 to 9;2018;208252
Switzerland;W;5 to 9;2019;210524
Switzerland;W;5 to 9;2020;212504
Switzerland;M;5 to 9;2010;196895
Switzerland;M;5 to 9;2011;197301
Switzerland;M;5 to 9;2012;198974
Switzerland;M;5 to 9;2013;202094
Switzerland;M;5 to 9;2014;206189
Switzerland;M;5 to 9;2015;210183
Switzerland;M;5 to 9;2016;214058
Switzerland;M;5 to 9;2017;217587
Switzerland;M;5 to 9;2018;220141
Switzerland;M;5 to 9;2019;222302
Switzerland;M;5 to 9;2020;224989
Austria;W;10 to 14;2010;215255
Austria;W;10 to 14;2011;209880
Austria;W;10 to 14;2012;205056
Austria;W;10 to 14;2013;203051
Austria;W;10 to 14;2014;202182
Austria;W;10 to 14;2015;202712
Austria;W;10 to 14;2016;205017
Austria;W;10 to 14;2017;205957
Austria;W;10 to 14;2018;205898
Austria;W;10 to 14;2019;205802
Austria;W;10 to 14;2020;205619
Austria;M;10 to 14;2010;225649
Austria;M;10 to 14;2011;220623
Austria;M;10 to 14;2012;215731
Austria;M;10 to 14;2013;213674
Austria;M;10 to 14;2014;212907
Austria;M;10 to 14;2015;213881
Austria;M;10 to 14;2016;216421
Austria;M;10 to 14;2017;216689
Austria;M;10 to 14;2018;216603
Austria;M;10 to 14;2019;216646
Austria;M;10 to 14;2020;216465
Belgium;W;10 to 14;2010;298258
Belgium;W;10 to 14;2011;299506
Belgium;W;10 to 14;2012;298953
Belgium;W;10 to 14;2013;298244
Belgium;W;10 to 14;2014;299034
Belgium;W;10 to 14;2015;300819
Belgium;W;10 to 14;2016;304154
Belgium;W;10 to 14;2017;309581
Belgium;W;10 to 14;2018;316132
Belgium;W;10 to 14;2019;322522
Belgium;W;10 to 14;2020;328081
Belgium;M;10 to 14;2010;310994
Belgium;M;10 to 14;2011;312365
Belgium;M;10 to 14;2012;311956
Belgium;M;10 to 14;2013;311316
Belgium;M;10 to 14;2014;312383
Belgium;M;10 to 14;2015;314692
Belgium;M;10 to 14;2016;318442
Belgium;M;10 to 14;2017;324111
Belgium;M;10 to 14;2018;331226
Belgium;M;10 to 14;2019;338180
Belgium;M;10 to 14;2020;343645
Denmark;W;10 to 14;2010;167297
Denmark;W;10 to 14;2011;166258
Denmark;W;10 to 14;2012;164354
Denmark;W;10 to 14;2013;163225
Denmark;W;10 to 14;2014;162498
Denmark;W;10 to 14;2015;162431
Denmark;W;10 to 14;2016;162742
Denmark;W;10 to 14;2017;163359
Denmark;W;10 to 14;2018;164949
Denmark;W;10 to 14;2019;165074
Denmark;W;10 to 14;2020;164752
Denmark;M;10 to 14;2010;176017
Denmark;M;10 to 14;2011;174321
Denmark;M;10 to 14;2012;171883
Denmark;M;10 to 14;2013;170669
Denmark;M;10 to 14;2014;170177
Denmark;M;10 to 14;2015;170170
Denmark;M;10 to 14;2016;170469
Denmark;M;10 to 14;2017;171820
Denmark;M;10 to 14;2018;173267
Denmark;M;10 to 14;2019;173920
Denmark;M;10 to 14;2020;173860
France;W;10 to 14;2010;1941881
France;W;10 to 14;2011;1966583
France;W;10 to 14;2012;1987464
France;W;10 to 14;2013;2003877
France;W;10 to 14;2014;2032263
France;W;10 to 14;2015;2034516
France;W;10 to 14;2016;2032661
France;W;10 to 14;2017;2039795
France;W;10 to 14;2018;2049563
France;W;10 to 14;2019;2059585
France;W;10 to 14;2020;2073488
France;M;10 to 14;2010;2040044
France;M;10 to 14;2011;2064716
France;M;10 to 14;2012;2086195
France;M;10 to 14;2013;2103354
France;M;10 to 14;2014;2129551
France;M;10 to 14;2015;2129505
France;M;10 to 14;2016;2126110
France;M;10 to 14;2017;2132502
France;M;10 to 14;2018;2144803
France;M;10 to 14;2019;2156666
France;M;10 to 14;2020;2169282
Germany;W;10 to 14;2010;1930492
Germany;W;10 to 14;2011;1907778
Germany;W;10 to 14;2012;1873994
Germany;W;10 to 14;2013;1838048
Germany;W;10 to 14;2014;1813657
Germany;W;10 to 14;2015;1799394
Germany;W;10 to 14;2016;1789185
Germany;W;10 to 14;2017;1786090
Germany;W;10 to 14;2018;1792629
Germany;W;10 to 14;2019;1797756
Germany;W;10 to 14;2020;1803374
Germany;M;10 to 14;2010;2034027
Germany;M;10 to 14;2011;2008599
Germany;M;10 to 14;2012;1974731
Germany;M;10 to 14;2013;1938318
Germany;M;10 to 14;2014;1912950
Germany;M;10 to 14;2015;1902856
Germany;M;10 to 14;2016;1897745
Germany;M;10 to 14;2017;1894390
Germany;M;10 to 14;2018;1899845
Germany;M;10 to 14;2019;1904790
Germany;M;10 to 14;2020;1910631
Italy;W;10 to 14;2010;1356577
Italy;W;10 to 14;2011;1367310
Italy;W;10 to 14;2012;1372959
Italy;W;10 to 14;2013;1375984
Italy;W;10 to 14;2014;1378612
Italy;W;10 to 14;2015;1376752
Italy;W;10 to 14;2016;1373126
Italy;W;10 to 14;2017;1373972
Italy;W;10 to 14;2018;1376768
Italy;W;10 to 14;2019;1376482
Italy;W;10 to 14;2020;1371792
Italy;M;10 to 14;2010;1443700
Italy;M;10 to 14;2011;1455712
Italy;M;10 to 14;2012;1460965
Italy;M;10 to 14;2013;1462810
Italy;M;10 to 14;2014;1464561
Italy;M;10 to 14;2015;1462231
Italy;M;10 to 14;2016;1458510
Italy;M;10 to 14;2017;1459529
Italy;M;10 to 14;2018;1462166
Italy;M;10 to 14;2019;1461979
Italy;M;10 to 14;2020;1457110
Netherlands;W;10 to 14;2010;484211
Netherlands;W;10 to 14;2011;490662
Netherlands;W;10 to 14;2012;494953
Netherlands;W;10 to 14;2013;496432
Netherlands;W;10 to 14;2014;494965
Netherlands;W;10 to 14;2015;489265
Netherlands;W;10 to 14;2016;481785
Netherlands;W;10 to 14;2017;475201
Netherlands;W;10 to 14;2018;469366
Netherlands;W;10 to 14;2019;465819
Netherlands;W;10 to 14;2020;465194
Netherlands;M;10 to 14;2010;507551
Netherlands;M;10 to 14;2011;513323
Netherlands;M;10 to 14;2012;517529
Netherlands;M;10 to 14;2013;519556
Netherlands;M;10 to 14;2014;517700
Netherlands;M;10 to 14;2015;511720
Netherlands;M;10 to 14;2016;504805
Netherlands;M;10 to 14;2017;498178
Netherlands;M;10 to 14;2018;492021
Netherlands;M;10 to 14;2019;488940
Netherlands;M;10 to 14;2020;488548
Switzerland;W;10 to 14;2010;201512
Switzerland;W;10 to 14;2011;201513
Switzerland;W;10 to 14;2012;198648
Switzerland;W;10 to 14;2013;196774
Switzerland;W;10 to 14;2014;195890
Switzerland;W;10 to 14;2015;195415
Switzerland;W;10 to 14;2016;196057
Switzerland;W;10 to 14;2017;198108
Switzerland;W;10 to 14;2018;200652
Switzerland;W;10 to 14;2019;203463
Switzerland;W;10 to 14;2020;206873
Switzerland;M;10 to 14;2010;213699
Switzerland;M;10 to 14;2011;212400
Switzerland;M;10 to 14;2012;209744
Switzerland;M;10 to 14;2013;207735
Switzerland;M;10 to 14;2014;206538
Switzerland;M;10 to 14;2015;205801
Switzerland;M;10 to 14;2016;206405
Switzerland;M;10 to 14;2017;208516
Switzerland;M;10 to 14;2018;211543
Switzerland;M;10 to 14;2019;215255
Switzerland;M;10 to 14;2020;218782
Austria;W;15 to 19;2010;242294
Austria;W;15 to 19;2011;238985
Austria;W;15 to 19;2012;235672
Austria;W;15 to 19;2013;231041
Austria;W;15 to 19;2014;225991
Austria;W;15 to 19;2015;222506
Austria;W;15 to 19;2016;219437
Austria;W;15 to 19;2017;214989
Austria;W;15 to 19;2018;212933
Austria;W;15 to 19;2019;211838
Austria;W;15 to 19;2020;211352
Austria;M;15 to 19;2010;255493
Austria;M;15 to 19;2011;252134
Austria;M;15 to 19;2012;248739
Austria;M;15 to 19;2013;243629
Austria;M;15 to 19;2014;238277
Austria;M;15 to 19;2015;237264
Austria;M;15 to 19;2016;239786
Austria;M;15 to 19;2017;234010
Austria;M;15 to 19;2018;229063
Austria;M;15 to 19;2019;225654
Austria;M;15 to 19;2020;224214
Belgium;W;15 to 19;2010;317097
Belgium;W;15 to 19;2011;314163
Belgium;W;15 to 19;2012;310899
Belgium;W;15 to 19;2013;308057
Belgium;W;15 to 19;2014;306980
Belgium;W;15 to 19;2015;307707
Belgium;W;15 to 19;2016;308061
Belgium;W;15 to 19;2017;307115
Belgium;W;15 to 19;2018;306717
Belgium;W;15 to 19;2019;308045
Belgium;W;15 to 19;2020;309909
Belgium;M;15 to 19;2010;330600
Belgium;M;15 to 19;2011;327150
Belgium;M;15 to 19;2012;323775
Belgium;M;15 to 19;2013;321350
Belgium;M;15 to 19;2014;320012
Belgium;M;15 to 19;2015;320365
Belgium;M;15 to 19;2016;321243
Belgium;M;15 to 19;2017;321272
Belgium;M;15 to 19;2018;321490
Belgium;M;15 to 19;2019;323168
Belgium;M;15 to 19;2020;325506
Denmark;W;15 to 19;2010;172083
Denmark;W;15 to 19;2011;173448
Denmark;W;15 to 19;2012;174405
Denmark;W;15 to 19;2013;173149
Denmark;W;15 to 19;2014;172578
Denmark;W;15 to 19;2015;170682
Denmark;W;15 to 19;2016;170412
Denmark;W;15 to 19;2017;168863
Denmark;W;15 to 19;2018;167919
Denmark;W;15 to 19;2019;167128
Denmark;W;15 to 19;2020;166521
Denmark;M;15 to 19;2010;180986
Denmark;M;15 to 19;2011;182922
Denmark;M;15 to 19;2012;183824
Denmark;M;15 to 19;2013;182580
Denmark;M;15 to 19;2014;181683
Denmark;M;15 to 19;2015;179922
Denmark;M;15 to 19;2016;179287
Denmark;M;15 to 19;2017;177162
Denmark;M;15 to 19;2018;176135
Denmark;M;15 to 19;2019;175161
Denmark;M;15 to 19;2020;174529
France;W;15 to 19;2010;1951597
France;W;15 to 19;2011;1929357
France;W;15 to 19;2012;1912545
France;W;15 to 19;2013;1919172
France;W;15 to 19;2014;1951114
France;W;15 to 19;2015;1974490
France;W;15 to 19;2016;1991903
France;W;15 to 19;2017;2004764
France;W;15 to 19;2018;2016992
France;W;15 to 19;2019;2024463
France;W;15 to 19;2020;2026579
France;M;15 to 19;2010;2042856
France;M;15 to 19;2011;2021004
France;M;15 to 19;2012;2003850
France;M;15 to 19;2013;2011234
France;M;15 to 19;2014;2045947
France;M;15 to 19;2015;2072921
France;M;15 to 19;2016;2096208
France;M;15 to 19;2017;2115963
France;M;15 to 19;2018;2130654
France;M;15 to 19;2019;2138496
France;M;15 to 19;2020;2139534
Germany;W;15 to 19;2010;2059803
Germany;W;15 to 19;2011;1973915
Germany;W;15 to 19;2012;1964379
Germany;W;15 to 19;2013;1965291
Germany;W;15 to 19;2014;1968411
Germany;W;15 to 19;2015;1986314
Germany;W;15 to 19;2016;1992982
Germany;W;15 to 19;2017;1967364
Germany;W;15 to 19;2018;1935016
Germany;W;15 to 19;2019;1910587
Germany;W;15 to 19;2020;1882842
Germany;M;15 to 19;2010;2168930
Germany;M;15 to 19;2011;2074448
Germany;M;15 to 19;2012;2068647
Germany;M;15 to 19;2013;2074010
Germany;M;15 to 19;2014;2085231
Germany;M;15 to 19;2015;2142062
Germany;M;15 to 19;2016;2188434
Germany;M;15 to 19;2017;2159354
Germany;M;15 to 19;2018;2107004
Germany;M;15 to 19;2019;2060771
Germany;M;15 to 19;2020;2015167
Italy;W;15 to 19;2010;1419205
Italy;W;15 to 19;2011;1406991
Italy;W;15 to 19;2012;1393778
Italy;W;15 to 19;2013;1381963
Italy;W;15 to 19;2014;1376848
Italy;W;15 to 19;2015;1378757
Italy;W;15 to 19;2016;1381735
Italy;W;15 to 19;2017;1381403
Italy;W;15 to 19;2018;1381733
Italy;W;15 to 19;2019;1384012
Italy;W;15 to 19;2020;1382181
Italy;M;15 to 19;2010;1510061
Italy;M;15 to 19;2011;1499823
Italy;M;15 to 19;2012;1487104
Italy;M;15 to 19;2013;1476003
Italy;M;15 to 19;2014;1472080
Italy;M;15 to 19;2015;1476582
Italy;M;15 to 19;2016;1485258
Italy;M;15 to 19;2017;1493684
Italy;M;15 to 19;2018;1494818
Italy;M;15 to 19;2019;1488353
Italy;M;15 to 19;2020;1478574
Netherlands;W;15 to 19;2010;494007
Netherlands;W;15 to 19;2011;489462
Netherlands;W;15 to 19;2012;486052
Netherlands;W;15 to 19;2013;485794
Netherlands;W;15 to 19;2014;487604
Netherlands;W;15 to 19;2015;492855
Netherlands;W;15 to 19;2016;501059
Netherlands;W;15 to 19;2017;508149
Netherlands;W;15 to 19;2018;512447
Netherlands;W;15 to 19;2019;513322
Netherlands;W;15 to 19;2020;508534
Netherlands;M;15 to 19;2010;517075
Netherlands;M;15 to 19;2011;512956
Netherlands;M;15 to 19;2012;509422
Netherlands;M;15 to 19;2013;508614
Netherlands;M;15 to 19;2014;510875
Netherlands;M;15 to 19;2015;517004
Netherlands;M;15 to 19;2016;526006
Netherlands;M;15 to 19;2017;533570
Netherlands;M;15 to 19;2018;537577
Netherlands;M;15 to 19;2019;537267
Netherlands;M;15 to 19;2020;531911
Switzerland;W;15 to 19;2010;220402
Switzerland;W;15 to 19;2011;219329
Switzerland;W;15 to 19;2012;217103
Switzerland;W;15 to 19;2013;215360
Switzerland;W;15 to 19;2014;214363
Switzerland;W;15 to 19;2015;213523
Switzerland;W;15 to 19;2016;211876
Switzerland;W;15 to 19;2017;209312
Switzerland;W;15 to 19;2018;207032
Switzerland;W;15 to 19;2019;205331
Switzerland;W;15 to 19;2020;204252
Switzerland;M;15 to 19;2010;232720
Switzerland;M;15 to 19;2011;230427
Switzerland;M;15 to 19;2012;228195
Switzerland;M;15 to 19;2013;226608
Switzerland;M;15 to 19;2014;225639
Switzerland;M;15 to 19;2015;225217
Switzerland;M;15 to 19;2016;225716
Switzerland;M;15 to 19;2017;224644
Switzerland;M;15 to 19;2018;221542
Switzerland;M;15 to 19;2019;218665
Switzerland;M;15 to 19;2020;216884
Austria;W;20 to 24;2010;257344
Austria;W;20 to 24;2011;259187
Austria;W;20 to 24;2012;262166
Austria;W;20 to 24;2013;265485
Austria;W;20 to 24;2014;267614
Austria;W;20 to 24;2015;268236
Austria;W;20 to 24;2016;268583
Austria;W;20 to 24;2017;265580
Austria;W;20 to 24;2018;259892
Austria;W;20 to 24;2019;253800
Austria;W;20 to 24;2020;248462
Austria;M;20 to 24;2010;263164
Austria;M;20 to 24;2011;265961
Austria;M;20 to 24;2012;270764
Austria;M;20 to 24;2013;275223
Austria;M;20 to 24;2014;278303
Austria;M;20 to 24;2015;282382
Austria;M;20 to 24;2016;286191
Austria;M;20 to 24;2017;282324
Austria;M;20 to 24;2018;276141
Austria;M;20 to 24;2019;269271
Austria;M;20 to 24;2020;263340
Belgium;W;20 to 24;2010;333329
Belgium;W;20 to 24;2011;340337
Belgium;W;20 to 24;2012;345076
Belgium;W;20 to 24;2013;346850
Belgium;W;20 to 24;2014;345121
Belgium;W;20 to 24;2015;341318
Belgium;W;20 to 24;2016;336706
Belgium;W;20 to 24;2017;332583
Belgium;W;20 to 24;2018;329682
Belgium;W;20 to 24;2019;328951
Belgium;W;20 to 24;2020;329349
Belgium;M;20 to 24;2010;335996
Belgium;M;20 to 24;2011;343326
Belgium;M;20 to 24;2012;348454
Belgium;M;20 to 24;2013;350855
