Country;Sex;Age;Year;Population
France;W;40 to 44;2018;2107699
France;W;40 to 44;2019;2078689
France;W;40 to 44;2020;2091425
France;M;40 to 44;2010;2227851
France;M;40 to 44;2011;2232313
France;M;40 to 44;2012;2251172
France;M;40 to 44;2013;2269485
France;M;40 to 44;2014;2270731
France;M;40 to 44;2015;2234322
France;M;40 to 44;2016;2173278
France;M;40 to 44;2017;2109624
France;M;40 to 44;2018;2055521
France;M;40 to 44;2019;2019328
France;M;40 to 44;2020;2019327
Germany;W;40 to 44;2010;3298665
Germany;W;40 to 44;2011;3117359
Germany;W;40 to 44;2012;2973494
Germany;W;40 to 44;2013;2806792
Germany;W;40 to 44;2014;2646101
Germany;W;40 to 44;2015;2522208
Germany;W;40 to 44;2016;2432454
Germany;W;40 to 44;2017;2385380
Germany;W;40 to 44;2018;2389956
Germany;W;40 to 44;2019;2420436
Germany;W;40 to 44;2020;2470887
Germany;M;40 to 44;2010;3447413
Germany;M;40 to 44;2011;3182282
Germany;M;40 to 44;2012;3032083
Germany;M;40 to 44;2013;2857418
Germany;M;40 to 44;2014;2687988
Germany;M;40 to 44;2015;2564976
Germany;M;40 to 44;2016;2473583
Germany;M;40 to 44;2017;2419791
Germany;M;40 to 44;2018;2425093
Germany;M;40 to 44;2019;2454946
Germany;M;40 to 44;2020;2501071
Italy;W;40 to 44;2010;2453342
Italy;W;40 to 44;2011;2446658
Italy;W;40 to 44;2012;2437972
Italy;W;40 to 44;2013;2426780
Italy;W;40 to 44;2014;2410692
Italy;W;40 to 44;2015;2388264
Italy;W;40 to 44;2016;2349516
Italy;W;40 to 44;2017;2292340
Italy;W;40 to 44;2018;2225797
Italy;W;40 to 44;2019;2144418
Italy;W;40 to 44;2020;2053141
Italy;M;40 to 44;2010;2427500
Italy;M;40 to 44;2011;2411652
Italy;M;40 to 44;2012;2401756
Italy;M;40 to 44;2013;2394586
Italy;M;40 to 44;2014;2381024
Italy;M;40 to 44;2015;2361608
Italy;M;40 to 44;2016;2327722
Italy;M;40 to 44;2017;2274463
Italy;M;40 to 44;2018;2212698
Italy;M;40 to 44;2019;2135329
Italy;M;40 to 44;2020;2044734
Netherlands;W;40 to 44;2010;641644
Netherlands;W;40 to 44;2011;641163
Netherlands;W;40 to 44;2012;636713
Netherlands;W;40 to 44;2013;624742
Netherlands;W;40 to 44;2014;603085
Netherlands;W;40 to 44;2015;576205
Netherlands;W;40 to 44;2016;550928
Netherlands;W;40 to 44;2017;530540
Netherlands;W;40 to 44;2018;518259
Netherlands;W;40 to 44;2019;513758
Netherlands;W;40 to 44;2020;515020
Netherlands;M;40 to 44;2010;654708
Netherlands;M;40 to 44;2011;651076
Netherlands;M;40 to 44;2012;642660
Netherlands;M;40 to 44;2013;626511
Netherlands;M;40 to 44;2014;601504
Netherlands;M;40 to 44;2015;572219
Netherlands;M;40 to 44;2016;546003
Netherlands;M;40 to 44;2017;525557
Netherlands;M;40 to 44;2018;513592
Netherlands;M;40 to 44;2019;509941
Netherlands;M;40 to 44;2020;512729
Switzerland;W;40 to 44;2010;317388
Switzerland;W;40 to 44;2011;313869
Switzerland;W;40 to 44;2012;309088
Switzerland;W;40 to 44;2013;303633
Switzerland;W;40 to 44;2014;298644
Switzerland;W;40 to 44;2015;294610
Switzerland;W;40 to 44;2016;291385
Switzerland;W;40 to 44;2017;289680
Switzerland;W;40 to 44;2018;289716
Switzerland;W;40 to 44;2019;291253
Switzerland;W;40 to 44;2020;295110
Switzerland;M;40 to 44;2010;321177
Switzerland;M;40 to 44;2011;315638
Switzerland;M;40 to 44;2012;311128
Switzerland;M;40 to 44;2013;306769
Switzerland;M;40 to 44;2014;302892
Switzerland;M;40 to 44;2015;299353
Switzerland;M;40 to 44;2016;295813
Switzerland;M;40 to 44;2017;293522
Switzerland;M;40 to 44;2018;293261
Switzerland;M;40 to 44;2019;294718
Switzerland;M;40 to 44;2020;298740
Austria;W;45 to 49;2010;347226
Austria;W;45 to 49;2011;351081
Austria;W;45 to 49;2012;352580
Austria;W;45 to 49;2013;352853
Austria;W;45 to 49;2014;352091
Austria;W;45 to 49;2015;348477
Austria;W;45 to 49;2016;344303
Austria;W;45 to 49;2017;338081
Austria;W;45 to 49;2018;328581
Austria;W;45 to 49;2019;318279
Austria;W;45 to 49;2020;310470
Austria;M;45 to 49;2010;353718
Austria;M;45 to 49;2011;357538
Austria;M;45 to 49;2012;358257
Austria;M;45 to 49;2013;358384
Austria;M;45 to 49;2014;357387
Austria;M;45 to 49;2015;352785
Austria;M;45 to 49;2016;346364
Austria;M;45 to 49;2017;337922
Austria;M;45 to 49;2018;325548
Austria;M;45 to 49;2019;313335
Austria;M;45 to 49;2020;304782
Belgium;W;45 to 49;2010;407454
Belgium;W;45 to 49;2011;407996
Belgium;W;45 to 49;2012;405562
Belgium;W;45 to 49;2013;401182
Belgium;W;45 to 49;2014;395312
Belgium;W;45 to 49;2015;390663
Belgium;W;45 to 49;2016;388546
Belgium;W;45 to 49;2017;387500
Belgium;W;45 to 49;2018;385476
Belgium;W;45 to 49;2019;381590
Belgium;W;45 to 49;2020;375915
Belgium;M;45 to 49;2010;415682
Belgium;M;45 to 49;2011;417641
Belgium;M;45 to 49;2012;416537
Belgium;M;45 to 49;2013;412526
Belgium;M;45 to 49;2014;406523
Belgium;M;45 to 49;2015;401813
Belgium;M;45 to 49;2016;398978
Belgium;M;45 to 49;2017;396639
Belgium;M;45 to 49;2018;394325
Belgium;M;45 to 49;2019;390648
Belgium;M;45 to 49;2020;384420
Denmark;W;45 to 49;2010;199810
Denmark;W;45 to 49;2011;205866
Denmark;W;45 to 49;2012;210108
Denmark;W;45 to 49;2013;210442
Denmark;W;45 to 49;2014;206946
Denmark;W;45 to 49;2015;202363
Denmark;W;45 to 49;2016;197296
Denmark;W;45 to 49;2017;194675
Denmark;W;45 to 49;2018;194031
Denmark;W;45 to 49;2019;194866
Denmark;W;45 to 49;2020;196756
Denmark;M;45 to 49;2010;204711
Denmark;M;45 to 49;2011;210661
Denmark;M;45 to 49;2012;215745
Denmark;M;45 to 49;2013;215502
Denmark;M;45 to 49;2014;211720
Denmark;M;45 to 49;2015;206478
Denmark;M;45 to 49;2016;201470
Denmark;M;45 to 49;2017;197925
Denmark;M;45 to 49;2018;196354
Denmark;M;45 to 49;2019;196029
Denmark;M;45 to 49;2020;196936
France;W;45 to 49;2010;2296223
France;W;45 to 49;2011;2305236
France;W;45 to 49;2012;2307607
France;W;45 to 49;2013;2300937
France;W;45 to 49;2014;2291493
France;W;45 to 49;2015;2279603
France;W;45 to 49;2016;2276032
France;W;45 to 49;2017;2286343
France;W;45 to 49;2018;2300461
France;W;45 to 49;2019;2294772
France;W;45 to 49;2020;2263410
France;M;45 to 49;2010;2219744
France;M;45 to 49;2011;2233161
France;M;45 to 49;2012;2239842
France;M;45 to 49;2013;2234581
France;M;45 to 49;2014;2228261
France;M;45 to 49;2015;2220639
France;M;45 to 49;2016;2222701
France;M;45 to 49;2017;2237248
France;M;45 to 49;2018;2251438
